r1,r2,a1,E
0.750000000000,0.750000000000,90.000000000000,-76.203896662997
0.750000000000,0.750000000000,93.103448275862,-76.208214327403
0.750000000000,0.750000000000,96.206896551724,-76.211825606976
0.750000000000,0.750000000000,99.310344827586,-76.214765682031
0.750000000000,0.750000000000,102.413793103448,-76.217069242455
0.750000000000,0.750000000000,105.517241379310,-76.218771223918
0.750000000000,0.750000000000,108.620689655172,-76.219907361730
0.750000000000,0.750000000000,111.724137931034,-76.220514585397
0.750000000000,0.750000000000,114.827586206897,-76.220631266487
0.750000000000,0.750000000000,117.931034482759,-76.220297327905
0.750000000000,0.750000000000,121.034482758621,-76.219554231805
0.750000000000,0.750000000000,124.137931034483,-76.218444874960
0.750000000000,0.750000000000,127.241379310345,-76.217013433440
0.750000000000,0.750000000000,130.344827586207,-76.215305190886
0.750000000000,0.750000000000,133.448275862069,-76.213366372547
0.750000000000,0.750000000000,136.551724137931,-76.211243982769
0.750000000000,0.750000000000,139.655172413793,-76.208985628829
0.750000000000,0.750000000000,142.758620689655,-76.206639302884
0.750000000000,0.750000000000,145.862068965517,-76.204253093222
0.750000000000,0.750000000000,148.965517241379,-76.201874802345
0.750000000000,0.750000000000,152.068965517241,-76.199551460292
0.750000000000,0.750000000000,155.172413793103,-76.197328738974
0.750000000000,0.750000000000,158.275862068966,-76.195250283532
0.750000000000,0.750000000000,161.379310344828,-76.193356989498
0.750000000000,0.750000000000,164.482758620690,-76.191686253594
0.750000000000,0.750000000000,167.586206896552,-76.190271230631
0.750000000000,0.750000000000,170.689655172414,-76.189140129096
0.750000000000,0.750000000000,173.793103448276,-76.188315582675
0.750000000000,0.750000000000,176.896551724138,-76.187814133395
0.750000000000,0.750000000000,180.000000000000,-76.187645856022
0.750000000000,0.767241379310,90.000000000000,-76.218359000754
0.750000000000,0.767241379310,93.103448275862,-76.222572753103
0.750000000000,0.767241379310,96.206896551724,-76.226086569362
0.750000000000,0.767241379310,99.310344827586,-76.228935090538
0.750000000000,0.767241379310,102.413793103448,-76.231152548544
0.750000000000,0.767241379310,105.517241379310,-76.232773481128
0.750000000000,0.767241379310,108.620689655172,-76.233833268255
0.750000000000,0.767241379310,111.724137931034,-76.234368513016
0.750000000000,0.767241379310,114.827586206897,-76.234417277199
0.750000000000,0.767241379310,117.931034482759,-76.234019181622
0.750000000000,0.767241379310,121.034482758621,-76.233215389936
0.750000000000,0.767241379310,124.137931034483,-76.232048509109
0.750000000000,0.767241379310,127.241379310345,-76.230562445586
0.750000000000,0.767241379310,130.344827586207,-76.228802250553
0.750000000000,0.767241379310,133.448275862069,-76.226813969350
0.750000000000,0.767241379310,136.551724137931,-76.224644489689
0.750000000000,0.767241379310,139.655172413793,-76.222341369243
0.750000000000,0.767241379310,142.758620689655,-76.219952615027
0.750000000000,0.767241379310,145.862068965517,-76.217526387906
0.750000000000,0.767241379310,148.965517241379,-76.215110612290
0.750000000000,0.767241379310,152.068965517241,-76.212752480992
0.750000000000,0.767241379310,155.172413793103,-76.210497859564
0.750000000000,0.767241379310,158.275862068966,-76.208390607532
0.750000000000,0.767241379310,161.379310344828,-76.206471842038
0.750000000000,0.767241379310,164.482758620690,-76.204779174578
0.750000000000,0.767241379310,167.586206896552,-76.203345952883
0.750000000000,0.767241379310,170.689655172414,-76.202200544557
0.750000000000,0.767241379310,173.793103448276,-76.201365701908
0.750000000000,0.767241379310,176.896551724138,-76.200858045896
0.750000000000,0.767241379310,180.000000000000,-76.200687695031
0.750000000000,0.784482758621,90.000000000000,-76.230745406333
0.750000000000,0.784482758621,93.103448275862,-76.234854022204
0.750000000000,0.784482758621,96.206896551724,-76.238269298484
0.750000000000,0.784482758621,99.310344827586,-76.241025314652
0.750000000000,0.784482758621,102.413793103448,-76.243155824863
0.750000000000,0.784482758621,105.517241379310,-76.244694950293
0.750000000000,0.784482758621,108.620689655172,-76.245677697883
0.750000000000,0.784482758621,111.724137931034,-76.246140326012
0.750000000000,0.784482758621,114.827586206897,-76.246120567144
0.750000000000,0.784482758621,117.931034482759,-76.245657719506
0.750000000000,0.784482758621,121.034482758621,-76.244792628031
0.750000000000,0.784482758621,124.137931034483,-76.243567590428
0.750000000000,0.784482758621,127.241379310345,-76.242026226880
0.750000000000,0.784482758621,130.344827586207,-76.240213342956
0.750000000000,0.784482758621,133.448275862069,-76.238174795606
0.750000000000,0.784482758621,136.551724137931,-76.235957352792
0.750000000000,0.784482758621,139.655172413793,-76.233608525274
0.750000000000,0.784482758621,142.758620689655,-76.231176343610
0.750000000000,0.784482758621,145.862068965517,-76.228709055780
0.750000000000,0.784482758621,148.965517241379,-76.226254727373
0.750000000000,0.784482758621,152.068965517241,-76.223860735800
0.750000000000,0.784482758621,155.172413793103,-76.221573163618
0.750000000000,0.784482758621,158.275862068966,-76.219436107622
0.750000000000,0.784482758621,161.379310344828,-76.217490929179
0.750000000000,0.784482758621,164.482758620690,-76.215775476470
0.750000000000,0.784482758621,167.586206896552,-76.214323311775
0.750000000000,0.784482758621,170.689655172414,-76.213162983756
0.750000000000,0.784482758621,173.793103448276,-76.212317385819
0.750000000000,0.784482758621,176.896551724138,-76.211803237960
0.750000000000,0.784482758621,180.000000000000,-76.211630716712
0.750000000000,0.801724137931,90.000000000000,-76.241279535802
0.750000000000,0.801724137931,93.103448275862,-76.245282024807
0.750000000000,0.801724137931,96.206896551724,-76.248597899541
0.750000000000,0.801724137931,99.310344827586,-76.251260659366
0.750000000000,0.801724137931,102.413793103448,-76.253303564077
0.750000000000,0.801724137931,105.517241379310,-76.254760302364
0.750000000000,0.801724137931,108.620689655172,-76.255665491754
0.750000000000,0.801724137931,111.724137931034,-76.256055028663
0.750000000000,0.801724137931,114.827586206897,-76.255966297947
0.750000000000,0.801724137931,117.931034482759,-76.255438255653
0.750000000000,0.801724137931,121.034482758621,-76.254511407992
0.750000000000,0.801724137931,124.137931034483,-76.253227724605
0.750000000000,0.801724137931,127.241379310345,-76.251630522961
0.750000000000,0.801724137931,130.344827586207,-76.249764349673
0.750000000000,0.801724137931,133.448275862069,-76.247674863873
0.750000000000,0.801724137931,136.551724137931,-76.245408708906
0.750000000000,0.801724137931,139.655172413793,-76.243013348798
0.750000000000,0.801724137931,142.758620689655,-76.240536843489
0.750000000000,0.801724137931,145.862068965517,-76.238027539701
0.750000000000,0.801724137931,148.965517241379,-76.235533660876
0.750000000000,0.801724137931,152.068965517241,-76.233102789625
0.750000000000,0.801724137931,155.172413793103,-76.230781248654
0.750000000000,0.801724137931,158.275862068966,-76.228613396788
0.750000000000,0.801724137931,161.379310344828,-76.226640865018
0.750000000000,0.801724137931,164.482758620690,-76.224901763958
0.750000000000,0.801724137931,167.586206896552,-76.223429896961
0.750000000000,0.801724137931,170.689655172414,-76.222254020652
0.750000000000,0.801724137931,173.793103448276,-76.221397195134
0.750000000000,0.801724137931,176.896551724138,-76.220876261686
0.750000000000,0.801724137931,180.000000000000,-76.220701470364
0.750000000000,0.818965517241,90.000000000000,-76.250160586067
0.750000000000,0.818965517241,93.103448275862,-76.254056177866
0.750000000000,0.818965517241,96.206896551724,-76.257271991550
0.750000000000,0.818965517241,99.310344827586,-76.259840931881
0.750000000000,0.818965517241,102.413793103448,-76.261795750323
0.750000000000,0.818965517241,105.517241379310,-76.263169689059
0.750000000000,0.818965517241,108.620689655172,-76.263996961630
0.750000000000,0.818965517241,111.724137931034,-76.264313086304
0.750000000000,0.818965517241,114.827586206897,-76.264155082754
0.750000000000,0.818965517241,117.931034482759,-76.263561545567
0.750000000000,0.818965517241,121.034482758621,-76.262572623000
0.750000000000,0.818965517241,124.137931034483,-76.261229938279
0.750000000000,0.818965517241,127.241379310345,-76.259576489826
0.750000000000,0.818965517241,130.344827586207,-76.257656552111
0.750000000000,0.818965517241,133.448275862069,-76.255515576479
0.750000000000,0.818965517241,136.551724137931,-76.253200075371
0.750000000000,0.818965517241,139.655172413793,-76.250757464313
0.750000000000,0.818965517241,142.758620689655,-76.248235835962
0.750000000000,0.818965517241,145.862068965517,-76.245683644480
0.750000000000,0.818965517241,148.965517241379,-76.243149285069
0.750000000000,0.818965517241,152.068965517241,-76.240680564370
0.750000000000,0.818965517241,155.172413793103,-76.238324067840
0.750000000000,0.818965517241,158.275862068966,-76.236124441915
0.750000000000,0.818965517241,161.379310344828,-76.234123615416
0.750000000000,0.818965517241,164.482758620690,-76.232359991227
0.750000000000,0.818965517241,167.586206896552,-76.230867645184
0.750000000000,0.818965517241,170.689655172414,-76.229675573238
0.750000000000,0.818965517241,173.793103448276,-76.228807032030
0.750000000000,0.818965517241,176.896551724138,-76.228279008953
0.750000000000,0.818965517241,180.000000000000,-76.228101844236
0.750000000000,0.836206896552,90.000000000000,-76.257566158604
0.750000000000,0.836206896552,93.103448275862,-76.261354289439
0.750000000000,0.836206896552,96.206896551724,-76.264469573039
0.750000000000,0.836206896552,99.310344827586,-76.266944308163
0.750000000000,0.836206896552,102.413793103448,-76.268810726705
0.750000000000,0.836206896552,105.517241379310,-76.270101612204
0.750000000000,0.836206896552,108.620689655172,-76.270850760730
0.750000000000,0.836206896552,111.724137931034,-76.271093297312
0.750000000000,0.836206896552,114.827586206897,-76.270865858993
0.750000000000,0.836206896552,117.931034482759,-76.270206660397
0.750000000000,0.836206896552,121.034482758621,-76.269155472788
0.750000000000,0.836206896552,124.137931034483,-76.267753554935
0.750000000000,0.836206896552,127.241379310345,-76.266043570402
0.750000000000,0.836206896552,130.344827586207,-76.264069508243
0.750000000000,0.836206896552,133.448275862069,-76.261876601752
0.750000000000,0.836206896552,136.551724137931,-76.259511225510
0.750000000000,0.836206896552,139.655172413793,-76.257020743238
0.750000000000,0.836206896552,142.758620689655,-76.254453281394
0.750000000000,0.836206896552,145.862068965517,-76.251857407713
0.750000000000,0.836206896552,148.965517241379,-76.249281700714
0.750000000000,0.836206896552,152.068965517241,-76.246774207729
0.750000000000,0.836206896552,155.172413793103,-76.244381798784
0.750000000000,0.836206896552,158.275862068966,-76.242149434215
0.750000000000,0.836206896552,161.379310344828,-76.240119370838
0.750000000000,0.836206896552,164.482758620690,-76.238330337581
0.750000000000,0.836206896552,167.586206896552,-76.236816718406
0.750000000000,0.836206896552,170.689655172414,-76.235607784886
0.750000000000,0.836206896552,173.793103448276,-76.234727023776
0.750000000000,0.836206896552,176.896551724138,-76.234191596258
0.750000000000,0.836206896552,180.000000000000,-76.234011951143
0.750000000000,0.853448275862,90.000000000000,-76.263654753861
0.750000000000,0.853448275862,93.103448275862,-76.267335054237
0.750000000000,0.853448275862,96.206896551724,-76.270349518283
0.750000000000,0.853448275862,99.310344827586,-76.272729830619
0.750000000000,0.853448275862,102.413793103448,-76.274507694194
0.750000000000,0.853448275862,105.517241379310,-76.275715423540
0.750000000000,0.853448275862,108.620689655172,-76.276386384837
0.750000000000,0.853448275862,111.724137931034,-76.276555295223
0.750000000000,0.853448275862,114.827586206897,-76.276258392184
0.750000000000,0.853448275862,117.931034482759,-76.275533491892
0.750000000000,0.853448275862,121.034482758621,-76.274419969791
0.750000000000,0.853448275862,124.137931034483,-76.272958702404
0.750000000000,0.853448275862,127.241379310345,-76.271192002883
0.750000000000,0.853448275862,130.344827586207,-76.269163561720
0.750000000000,0.853448275862,133.448275862069,-76.266918383917
0.750000000000,0.853448275862,136.551724137931,-76.264502698495
0.750000000000,0.853448275862,139.655172413793,-76.261963812985
0.750000000000,0.853448275862,142.758620689655,-76.259349887241
0.750000000000,0.853448275862,145.862068965517,-76.256709606529
0.750000000000,0.853448275862,148.965517241379,-76.254091742044
0.750000000000,0.853448275862,152.068965517241,-76.251544596826
0.750000000000,0.853448275862,155.172413793103,-76.249115346441
0.750000000000,0.853448275862,158.275862068966,-76.246849291903
0.750000000000,0.853448275862,161.379310344828,-76.244789050188
0.750000000000,0.853448275862,164.482758620690,-76.242973712954
0.750000000000,0.853448275862,167.586206896552,-76.241438011996
0.750000000000,0.853448275862,170.689655172414,-76.240211534684
0.750000000000,0.853448275862,173.793103448276,-76.239318035162
0.750000000000,0.853448275862,176.896551724138,-76.238774878740
0.750000000000,0.853448275862,180.000000000000,-76.238592642731
0.750000000000,0.870689655172,90.000000000000,-76.268567950555
