50   8213.77187
75   6324.17453
100  4378.61477
125  3873.63058
150  3194.68733
175  2542.25637
200  2181.60471
225  1837.47256
250  1504.06661
275  1288.10623
300  1129.74024
325   932.91395
350   696.60220
375   494.77800
400   406.26877
425   346.48303
450   246.91219
475   204.67994
500   173.98362
