r1,a1,E
0.750000000000,40.000000000000,-75.925404563140
0.750000000000,46.842105263158,-75.999771623340
0.750000000000,53.684210526316,-76.050964607115
0.750000000000,60.526315789474,-76.088642543279
0.750000000000,67.368421052632,-76.117583934774
0.750000000000,74.210526315789,-76.140225462242
0.750000000000,81.052631578947,-76.157864073234
0.750000000000,87.894736842105,-76.171244198167
0.750000000000,94.736842105263,-76.180858199528
0.750000000000,101.578947368421,-76.187104812513
0.750000000000,108.421052631579,-76.190366964078
0.750000000000,115.263157894737,-76.191043485827
0.750000000000,122.105263157895,-76.189559742473
0.750000000000,128.947368421053,-76.186370774233
0.750000000000,135.789473684211,-76.181960497062
0.750000000000,142.631578947368,-76.176836376415
0.750000000000,149.473684210526,-76.171517754296
0.750000000000,156.315789473684,-76.166515377538
0.750000000000,163.157894736842,-76.162301366873
0.750000000000,170.000000000000,-76.159272909302
0.789473684211,40.000000000000,-76.006601291707
0.789473684211,46.842105263158,-76.074585625203
0.789473684211,53.684210526316,-76.121518450171
0.789473684211,60.526315789474,-76.156221419725
0.789473684211,67.368421052632,-76.182967670943
0.789473684211,74.210526315789,-76.203889857465
0.789473684211,81.052631578947,-76.220108761057
0.789473684211,87.894736842105,-76.232275104646
0.789473684211,94.736842105263,-76.240836622689
0.789473684211,101.578947368421,-76.246169023423
0.789473684211,108.421052631579,-76.248635572373
0.789473684211,115.263157894737,-76.248612655928
0.789473684211,122.105263157895,-76.246502996259
0.789473684211,128.947368421053,-76.242743934585
0.789473684211,135.789473684211,-76.237810073128
0.789473684211,142.631578947368,-76.232208314222
0.789473684211,149.473684210526,-76.226464314693
0.789473684211,156.315789473684,-76.221099662296
0.789473684211,163.157894736842,-76.216599603518
0.789473684211,170.000000000000,-76.213374015283
0.828947368421,40.000000000000,-76.067497542451
0.828947368421,46.842105263158,-76.129552606527
0.828947368421,53.684210526316,-76.172519886375
0.828947368421,60.526315789474,-76.204438311080
0.828947368421,67.368421052632,-76.229111491556
0.828947368421,74.210526315789,-76.248395013815
0.828947368421,81.052631578947,-76.263254452972
0.828947368421,87.894736842105,-76.274260295218
0.828947368421,94.736842105263,-76.281820118008
0.828947368421,101.578947368421,-76.286284509847
0.828947368421,108.421052631579,-76.287993408768
0.828947368421,115.263157894737,-76.287299249040
0.828947368421,122.105263157895,-76.284583369301
0.828947368421,128.947368421053,-76.280267723492
0.828947368421,135.789473684211,-76.274818805958
0.828947368421,142.631578947368,-76.268742193139
0.828947368421,149.473684210526,-76.262568305618
0.828947368421,156.315789473684,-76.256829339895
0.828947368421,163.157894736842,-76.252026151684
0.828947368421,170.000000000000,-76.248586527596
0.868421052632,40.000000000000,-76.112567699264
0.868421052632,46.842105263158,-76.169083593281
0.868421052632,53.684210526316,-76.208339482214
0.868421052632,60.526315789474,-76.237638874976
0.868421052632,67.368421052632,-76.260348267642
0.868421052632,74.210526315789,-76.278071124905
0.868421052632,81.052631578947,-76.291635821196
0.868421052632,87.894736842105,-76.301541704044
0.868421052632,94.736842105263,-76.308157012424
0.868421052632,101.578947368421,-76.311804154318
0.868421052632,108.421052631579,-76.312797499693
0.868421052632,115.263157894737,-76.311465906511
0.868421052632,122.105263157895,-76.308171186597
0.868421052632,128.947368421053,-76.303321130574
0.868421052632,135.789473684211,-76.297373390155
0.868421052632,142.631578947368,-76.290830020770
0.868421052632,149.473684210526,-76.284224532092
0.868421052632,156.315789473684,-76.278100382296
0.868421052632,163.157894736842,-76.272977575114
0.868421052632,170.000000000000,-76.269307563125
0.907894736842,40.000000000000,-76.145272965089
0.907894736842,46.842105263158,-76.196590416551
0.907894736842,53.684210526316,-76.232357448534
0.907894736842,60.526315789474,-76.259184662427
0.907894736842,67.368421052632,-76.280031182556
0.907894736842,74.210526315789,-76.296270802687
0.907894736842,81.052631578947,-76.308609080673
0.907894736842,87.894736842105,-76.317479716785
0.907894736842,94.736842105263,-76.323210873026
0.907894736842,101.578947368421,-76.326094455526
0.907894736842,108.421052631579,-76.326418566927
0.907894736842,115.263157894737,-76.324489605677
0.907894736842,122.105263157895,-76.320651050885
0.907894736842,128.947368421053,-76.315296078735
0.907894736842,135.789473684211,-76.308871043820
0.907894736842,142.631578947368,-76.301871448687
0.907894736842,149.473684210526,-76.294832391110
0.907894736842,156.315789473684,-76.288309990367
0.907894736842,163.157894736842,-76.282847972024
0.907894736842,170.000000000000,-76.278928362520
0.947368421053,40.000000000000,-76.168300584159
0.947368421053,46.842105263158,-76.214722467827
