r1,a1,E
0.750000000000,40.000000000000,-75.956158151173
0.750000000000,46.842105263158,-76.029741318141
0.750000000000,53.684210526316,-76.080510787646
0.750000000000,60.526315789474,-76.117998314796
0.750000000000,67.368421052632,-76.146874340236
0.750000000000,74.210526315789,-76.169503477769
0.750000000000,81.052631578947,-76.187147889165
0.750000000000,87.894736842105,-76.200547072653
0.750000000000,94.736842105263,-76.210200801877
0.750000000000,101.578947368421,-76.216510182414
0.750000000000,108.421052631579,-76.219850595761
0.750000000000,115.263157894737,-76.220610647372
0.750000000000,122.105263157895,-76.219210643061
0.750000000000,128.947368421053,-76.216105722254
0.750000000000,135.789473684211,-76.211779707405
0.750000000000,142.631578947368,-76.206736461408
0.750000000000,149.473684210526,-76.201489377087
0.750000000000,156.315789473684,-76.196543970366
0.750000000000,163.157894736842,-76.192370034233
0.750000000000,170.000000000000,-76.189365697372
0.789473684211,40.000000000000,-76.036197487358
0.789473684211,46.842105263158,-76.103654281477
0.789473684211,53.684210526316,-76.150336785866
0.789473684211,60.526315789474,-76.184936787968
0.789473684211,67.368421052632,-76.211648539046
0.789473684211,74.210526315789,-76.232567599365
0.789473684211,81.052631578947,-76.248804384794
0.789473684211,87.894736842105,-76.261011891195
0.789473684211,94.736842105263,-76.269639208761
0.789473684211,101.578947368421,-76.275055802045
0.789473684211,108.421052631579,-76.277615203070
0.789473684211,115.263157894737,-76.277688935048
0.789473684211,122.105263157895,-76.275681936962
0.789473684211,128.947368421053,-76.272034824983
0.789473684211,135.789473684211,-76.267220015833
0.789473684211,142.631578947368,-76.261736276931
0.789473684211,149.473684210526,-76.256099162254
0.789473684211,156.315789473684,-76.250822132785
0.789473684211,163.157894736842,-76.246386203348
0.789473684211,170.000000000000,-76.243201044920
0.828947368421,40.000000000000,-76.096205651421
0.828947368421,46.842105263158,-76.157930119909
0.828947368421,53.684210526316,-76.200764200863
0.828947368421,60.526315789474,-76.232628710008
0.828947368421,67.368421052632,-76.257280645194
0.828947368421,74.210526315789,-76.276567484784
0.828947368421,81.052631578947,-76.291459090609
0.828947368421,87.894736842105,-76.302528251330
0.828947368421,94.736842105263,-76.310176661508
0.828947368421,101.578947368421,-76.314743403240
0.828947368421,108.421052631579,-76.316560219193
0.828947368421,115.263157894737,-76.315980724811
0.828947368421,122.105263157895,-76.313392918148
0.828947368421,128.947368421053,-76.309221251082
0.828947368421,135.789473684211,-76.303925742379
0.828947368421,142.631578947368,-76.297999926280
0.828947368421,149.473684210526,-76.291962469090
0.828947368421,156.315789473684,-76.286337069329
0.828947368421,163.157894736842,-76.281619607573
0.828947368421,170.000000000000,-76.278236102977
0.868421052632,40.000000000000,-76.140606398592
0.868421052632,46.842105263158,-76.196935157581
0.868421052632,53.684210526316,-76.236129850524
0.868421052632,60.526315789474,-76.265398161002
0.868421052632,67.368421052632,-76.288090775490
0.868421052632,74.210526315789,-76.305823621151
0.868421052632,81.052631578947,-76.319435331129
0.868421052632,87.894736842105,-76.329423746607
0.868421052632,94.736842105263,-76.336145624345
0.868421052632,101.578947368421,-76.339910471714
0.868421052632,108.421052631579,-76.341028125486
0.868421052632,115.263157894737,-76.339833275322
0.868421052632,122.105263157895,-76.336695234501
0.868421052632,128.947368421053,-76.332020692256
0.868421052632,135.789473684211,-76.326256386050
0.868421052632,142.631578947368,-76.319890308026
0.868421052632,149.473684210526,-76.313444562028
0.868421052632,156.315789473684,-76.307454740749
0.868421052632,163.157894736842,-76.302435345560
0.868421052632,170.000000000000,-76.298834470124
0.907894736842,40.000000000000,-76.172814060271
0.907894736842,46.842105263158,-76.224043067407
0.907894736842,53.684210526316,-76.259787590365
0.907894736842,60.526315789474,-76.286590720881
0.907894736842,67.368421052632,-76.307421933194
0.907894736842,74.210526315789,-76.323679401753
0.907894736842,81.052631578947,-76.336078652618
0.907894736842,87.894736842105,-76.345046975300
0.907894736842,94.736842105263,-76.350898148833
0.907894736842,101.578947368421,-76.353912814264
0.907894736842,108.421052631579,-76.354378709673
0.907894736842,115.263157894737,-76.352610328880
0.907894736842,122.105263157895,-76.348956387239
0.907894736842,128.947368421053,-76.343804258655
0.907894736842,135.789473684211,-76.337586440534
0.907894736842,142.631578947368,-76.330784698789
0.907894736842,149.473684210526,-76.323924440719
0.907894736842,156.315789473684,-76.317554682257
0.907894736842,163.157894736842,-76.312212730094
0.907894736842,170.000000000000,-76.308375174376
0.947368421053,40.000000000000,-76.195474951558
0.947368421053,46.842105263158,-76.241872130451
0.947368421053,53.684210526316,-76.274342755749
0.947368421053,60.526315789474,-76.298806494040
0.947368421053,67.368421052632,-76.317872652701
0.947368421053,74.210526315789,-76.332733765415
0.947368421053,81.052631578947,-76.343989450765
0.947368421053,87.894736842105,-76.352000251175
0.947368421053,94.736842105263,-76.357038833268
0.947368421053,101.578947368421,-76.359357790812
0.947368421053,108.421052631579,-76.359222486750
0.947368421053,115.263157894737,-76.356925725941
0.947368421053,122.105263157895,-76.352793729908
0.947368421053,128.947368421053,-76.347193100873
0.947368421053,135.789473684211,-76.340540809896
0.947368421053,142.631578947368,-76.333310959936
0.947368421053,149.473684210526,-76.326031364189
0.947368421053,156.315789473684,-76.319265667935
0.947368421053,163.157894736842,-76.313578514865
0.947368421053,170.000000000000,-76.309482438065
0.986842105263,40.000000000000,-76.210647582050
0.986842105263,46.842105263158,-76.252462034850
0.986842105263,53.684210526316,-76.281826937988
0.986842105263,60.526315789474,-76.304073959163
0.986842105263,67.368421052632,-76.321470583653
0.986842105263,74.210526315789,-76.335014707663
0.986842105263,81.052631578947,-76.345196528689
0.986842105263,87.894736842105,-76.352313405706
0.986842105263,94.736842105263,-76.356598924147
0.986842105263,101.578947368421,-76.358278581858
0.986842105263,108.421052631579,-76.357594977299
0.986842105263,115.263157894737,-76.354817692311
0.986842105263,122.105263157895,-76.350248851695
0.986842105263,128.947368421053,-76.344232919090
0.986842105263,135.789473684211,-76.337169496054
0.986842105263,142.631578947368,-76.329522533525
0.986842105263,149.473684210526,-76.321820200774
0.986842105263,156.315789473684,-76.314641147585
0.986842105263,163.157894736842,-76.308581891869
0.986842105263,170.000000000000,-76.304199834968
1.026315789474,40.000000000000,-76.219938980379
1.026315789474,46.842105263158,-76.257407464828
1.026315789474,53.684210526316,-76.283830016082
1.026315789474,60.526315789474,-76.303981296011
1.026315789474,67.368421052632,-76.319803566428
1.026315789474,74.210526315789,-76.332110269267
