r1,a1,E
0.750000000000,40.000000000000,
0.750000000000,46.842105263158,
0.750000000000,53.684210526316,
0.750000000000,60.526315789474,
0.750000000000,67.368421052632,
0.750000000000,74.210526315789,
0.750000000000,81.052631578947,
0.750000000000,87.894736842105,
0.750000000000,94.736842105263,
0.750000000000,101.578947368421,
0.750000000000,108.421052631579,
0.750000000000,115.263157894737,
0.750000000000,122.105263157895,
0.750000000000,128.947368421053,
0.750000000000,135.789473684211,
0.750000000000,142.631578947368,
0.750000000000,149.473684210526,
0.750000000000,156.315789473684,
0.750000000000,163.157894736842,
0.750000000000,170.000000000000,
0.789473684211,40.000000000000,
0.789473684211,46.842105263158,
0.789473684211,53.684210526316,
0.789473684211,60.526315789474,
0.789473684211,67.368421052632,
0.789473684211,74.210526315789,
0.789473684211,81.052631578947,
0.789473684211,87.894736842105,
0.789473684211,94.736842105263,
0.789473684211,101.578947368421,
0.789473684211,108.421052631579,
0.789473684211,115.263157894737,
0.789473684211,122.105263157895,
0.789473684211,128.947368421053,
0.789473684211,135.789473684211,
0.789473684211,142.631578947368,
0.789473684211,149.473684210526,
0.789473684211,156.315789473684,
0.789473684211,163.157894736842,
0.789473684211,170.000000000000,
0.828947368421,40.000000000000,
0.828947368421,46.842105263158,
0.828947368421,53.684210526316,
0.828947368421,60.526315789474,
0.828947368421,67.368421052632,
0.828947368421,74.210526315789,
0.828947368421,81.052631578947,
0.828947368421,87.894736842105,
0.828947368421,94.736842105263,
0.828947368421,101.578947368421,
0.828947368421,108.421052631579,
0.828947368421,115.263157894737,
0.828947368421,122.105263157895,
0.828947368421,128.947368421053,
0.828947368421,135.789473684211,
0.828947368421,142.631578947368,
0.828947368421,149.473684210526,
0.828947368421,156.315789473684,
0.828947368421,163.157894736842,
0.828947368421,170.000000000000,
0.868421052632,40.000000000000,
0.868421052632,46.842105263158,
0.868421052632,53.684210526316,
0.868421052632,60.526315789474,
0.868421052632,67.368421052632,
0.868421052632,74.210526315789,
0.868421052632,81.052631578947,
0.868421052632,87.894736842105,
0.868421052632,94.736842105263,
0.868421052632,101.578947368421,
0.868421052632,108.421052631579,
0.868421052632,115.263157894737,
0.868421052632,122.105263157895,
0.868421052632,128.947368421053,
0.868421052632,135.789473684211,
0.868421052632,142.631578947368,
0.868421052632,149.473684210526,
0.868421052632,156.315789473684,
0.868421052632,163.157894736842,
0.868421052632,170.000000000000,
0.907894736842,40.000000000000,
0.907894736842,46.842105263158,
0.907894736842,53.684210526316,
0.907894736842,60.526315789474,
0.907894736842,67.368421052632,
0.907894736842,74.210526315789,
0.907894736842,81.052631578947,
0.907894736842,87.894736842105,
0.907894736842,94.736842105263,
0.907894736842,101.578947368421,
0.907894736842,108.421052631579,
0.907894736842,115.263157894737,
0.907894736842,122.105263157895,
0.907894736842,128.947368421053,
0.907894736842,135.789473684211,
0.907894736842,142.631578947368,
0.907894736842,149.473684210526,
0.907894736842,156.315789473684,
0.907894736842,163.157894736842,
0.907894736842,170.000000000000,
0.947368421053,40.000000000000,
0.947368421053,46.842105263158,
0.947368421053,53.684210526316,
0.947368421053,60.526315789474,
0.947368421053,67.368421052632,
0.947368421053,74.210526315789,
0.947368421053,81.052631578947,
0.947368421053,87.894736842105,
0.947368421053,94.736842105263,
0.947368421053,101.578947368421,
0.947368421053,108.421052631579,
0.947368421053,115.263157894737,
0.947368421053,122.105263157895,
0.947368421053,128.947368421053,
0.947368421053,135.789473684211,
0.947368421053,142.631578947368,
0.947368421053,149.473684210526,
0.947368421053,156.315789473684,
0.947368421053,163.157894736842,
0.947368421053,170.000000000000,
0.986842105263,40.000000000000,
0.986842105263,46.842105263158,
0.986842105263,53.684210526316,
0.986842105263,60.526315789474,
0.986842105263,67.368421052632,
0.986842105263,74.210526315789,
0.986842105263,81.052631578947,
0.986842105263,87.894736842105,
0.986842105263,94.736842105263,
0.986842105263,101.578947368421,
0.986842105263,108.421052631579,
0.986842105263,115.263157894737,
0.986842105263,122.105263157895,
0.986842105263,128.947368421053,
0.986842105263,135.789473684211,
0.986842105263,142.631578947368,
0.986842105263,149.473684210526,
0.986842105263,156.315789473684,
0.986842105263,163.157894736842,
0.986842105263,170.000000000000,
1.026315789474,40.000000000000,
1.026315789474,46.842105263158,
1.026315789474,53.684210526316,
1.026315789474,60.526315789474,
1.026315789474,67.368421052632,
1.026315789474,74.210526315789,
1.026315789474,81.052631578947,
1.026315789474,87.894736842105,
1.026315789474,94.736842105263,
1.026315789474,101.578947368421,
