0.8000   -108.9915090
0.8156   -109.0647775
0.8311   -109.1294168
0.8467   -109.1870227
0.8622   -109.2375430
0.8778   -109.2822587
0.8933   -109.3211636
0.9089   -109.3552800
0.9244   -109.3846399
0.9400   -109.4100531
0.9556   -109.4317105
0.9711   -109.4498644
0.9867   -109.4650747
1.0022   -109.4774407
1.0178   -109.4873927
1.0333   -109.4950479
1.0489   -109.5007302
1.0644   -109.5045706
1.0800   -109.5068062
1.0956   -109.5075786
1.1111   -109.5070522
1.1267   -109.5053628
1.1422   -109.5026609
1.1578   -109.4990304
1.1733   -109.4946251
1.1889   -109.4894871
1.2044   -109.4837713
1.2200   -109.4774859
1.2356   -109.4707410
1.2511   -109.4636517
1.2667   -109.4561881
1.2822   -109.4485016
1.2978   -109.4405438
1.3133   -109.4324624
1.3289   -109.4241949
1.3444   -109.4158848
1.3600   -109.4074588
1.3756   -109.3990014
1.3911   -109.3905946
1.4067   -109.3821548
1.4222   -109.3738126
1.4378   -109.3654804
1.4533   -109.3572830
1.4689   -109.3491306
1.4844   -109.3411422
1.5000   -109.3332275
1.5156   -109.3254500
1.5311   -109.3178683
1.5467   -109.3103938
1.5622   -109.3031300
1.5778   -109.2959905
1.5933   -109.2890729
1.6089   -109.2822934
1.6244   -109.2757436
1.6400   -109.2693432
1.6556   -109.2631384
1.6711   -109.2571702
1.6867   -109.2513640
1.7022   -109.2457959
1.7178   -109.2403955
1.7333   -109.2352329
1.7489   -109.2302419
1.7644   -109.2254861
1.7800   -109.2209036
1.7956   -109.2165244
1.8111   -109.2123728
1.8267   -109.2083929
1.8422   -109.2046328
1.8578   -109.2010405
1.8733   -109.1976581
1.8889   -109.1944375
1.9044   -109.1914151
1.9200   -109.1885465
1.9356   -109.1858460
1.9511   -109.1833232
1.9667   -109.1809392
1.9822   -109.1787182
1.9978   -109.1766248
2.0133   -109.1746791
2.0289   -109.1728493
2.0444   -109.1711521
2.0600   -109.1695590
2.0756   -109.1680746
2.0911   -109.1667011
2.1067   -109.1654145
2.1222   -109.1642255
2.1378   -109.1631127
2.1533   -109.1620851
2.1689   -109.1611240
2.1844   -109.1602369
2.2000   -109.1594075
2.2156   -109.1586372
2.2311   -109.1579263
2.2467   -109.1572615
2.2622   -109.1566478
2.2778   -109.1560737
2.2933   -109.1555433
2.3089   -109.1550469
2.3244   -109.1545879
2.3400   -109.1541579
