r0,r1,r2,r3,r4,r5,E
1.870000909300,1.450000000000,1.450000000000,2.312491063200,2.613627325700,1.290000000000,-114.310045504080
2.514308230000,1.340000000000,1.340000000000,1.939333605600,2.218282185500,1.290000000000,-114.361862938753
2.226364750000,1.230000000000,1.340000000000,2.556817424500,2.058345747500,1.450000000000,-114.337137402851
2.122311428800,1.120000000000,1.450000000000,1.780546330300,2.613627325700,1.290000000000,-114.356245725289
2.042897664400,1.230000000000,1.450000000000,2.328289642500,2.431532325200,1.290000000000,-114.383507282930
1.603052290400,0.900000000000,1.340000000000,2.181295188400,2.577967601000,1.450000000000,-114.312389461556
1.832795072900,0.900000000000,1.230000000000,1.646586929000,1.685385203300,1.050000000000,-114.278521088108
2.141375665100,1.230000000000,1.450000000000,1.919253053700,2.378752268300,1.370000000000,-114.320030703186
1.798306992100,1.340000000000,1.340000000000,2.193061531200,2.193061531200,1.130000000000,-114.355520711702
1.688714482900,0.900000000000,0.900000000000,1.771997880500,2.003879652900,1.450000000000,-114.314095621900
1.769547228700,1.120000000000,1.120000000000,1.907873646900,2.453060504700,1.450000000000,-114.349355017686
1.537184849400,1.340000000000,1.340000000000,2.508320642900,2.508320642900,1.290000000000,-114.333507329806
1.483247772600,0.900000000000,1.230000000000,2.003879652900,2.556817424500,1.450000000000,-114.305384559149
1.552330947100,1.340000000000,1.340000000000,2.210859218100,2.210859218100,1.050000000000,-114.298815836114
1.634983138300,0.900000000000,1.230000000000,2.014500720400,2.057903184800,1.210000000000,-114.388104922292
2.195327478700,1.340000000000,1.340000000000,2.024598330400,2.432292385600,1.210000000000,-114.387457938123
2.311643847100,1.230000000000,1.230000000000,1.858381025000,2.235438986700,1.290000000000,-114.398368786758
1.429718661200,1.230000000000,1.450000000000,2.403434437900,2.532170307900,1.290000000000,-114.307689604289
1.589429319200,0.900000000000,1.120000000000,2.099889163500,1.907873646900,1.450000000000,-114.312915205140
1.943013124000,1.010000000000,1.230000000000,1.969944411200,2.477428079400,1.450000000000,-114.373412279543
2.172845754300,1.230000000000,1.230000000000,1.919253053700,2.402684181100,1.370000000000,-114.376462716182
0.845723358700,0.900000000000,0.900000000000,2.014500720400,2.014500720400,1.210000000000,-114.044697918437
1.410389466900,1.120000000000,1.120000000000,2.139136851700,2.299026260700,1.290000000000,-114.376759222138
2.300038860800,1.010000000000,1.450000000000,1.806008982300,2.056100681100,1.130000000000,-114.378705037631
1.739445893400,1.010000000000,1.010000000000,1.519031708200,1.964693738500,1.050000000000,-114.325841760851
1.884469330100,1.230000000000,1.230000000000,2.024091879100,2.107571307400,1.050000000000,-114.384225742042
2.290931680000,1.450000000000,1.450000000000,1.914421418900,2.462470558000,1.130000000000,-114.320840025861
1.659565476600,1.120000000000,1.120000000000,1.722104060200,2.069672826400,1.050000000000,-114.340031212468
2.097478144500,1.450000000000,1.450000000000,2.293253143900,2.293253143900,1.130000000000,-114.348410967081
2.134384572200,1.010000000000,1.340000000000,1.977635441300,1.826593126900,1.130000000000,-114.383098852959
1.327691592000,0.900000000000,1.450000000000,2.028793224000,2.613627325700,1.290000000000,-114.282635419047
1.399791202600,1.230000000000,1.230000000000,2.180691502800,2.250972868100,1.130000000000,-114.352016519505
1.896155025000,1.120000000000,1.120000000000,1.600590611900,2.069672826400,1.050000000000,-114.340865594216
2.376859661800,1.120000000000,1.340000000000,2.174756104500,2.058345747500,1.450000000000,-114.350915632505
2.208598118600,1.120000000000,1.230000000000,2.139136851700,1.858381025000,1.290000000000,-114.407146810178
1.363793103100,0.900000000000,1.340000000000,2.014500720400,2.262674008300,1.210000000000,-114.324397804103
2.163174548200,1.450000000000,1.450000000000,2.312491063200,2.613627325700,1.290000000000,-114.341831359400
2.312704418000,1.450000000000,1.450000000000,2.138104276700,2.445835192900,1.450000000000,-114.269901627333
1.564450036400,0.900000000000,1.120000000000,1.823498770300,2.104336218800,1.370000000000,-114.338110866650
1.873584582900,1.340000000000,1.340000000000,1.904315308200,2.281051041200,1.050000000000,-114.306131892225
2.560381921100,1.120000000000,1.450000000000,1.600590611900,1.862898074700,1.050000000000,-114.274372565051
1.782891185100,0.900000000000,1.010000000000,1.731057325700,1.519031708200,1.050000000000,-114.301744690964
2.092461450800,1.230000000000,1.340000000000,2.254279052100,2.024598330400,1.210000000000,-114.395685858112
1.433734464300,0.900000000000,1.010000000000,1.860294966900,1.519031708200,1.050000000000,-114.249440218629
1.620001164300,1.230000000000,1.450000000000,2.107571307400,2.387324438500,1.050000000000,-114.316900652257
1.763246874600,1.120000000000,1.230000000000,1.780546330300,2.403434437900,1.290000000000,-114.361929185011
2.219408079200,1.120000000000,1.450000000000,2.069672826400,1.862898074700,1.050000000000,-114.333544084537
1.617135615700,0.900000000000,1.010000000000,2.003879652900,2.088168788300,1.450000000000,-114.347127139603
1.964959253800,1.010000000000,1.450000000000,1.634489276400,1.998275254400,1.050000000000,-114.286261253084
2.349217009600,1.230000000000,1.340000000000,2.093854765200,1.826593126900,1.130000000000,-114.375823215806
1.396451135500,0.900000000000,1.230000000000,1.937280376700,1.991128886800,1.130000000000,-114.331221116441
1.832184488500,1.120000000000,1.450000000000,2.284704853000,2.765779157200,1.450000000000,-114.328287525641
1.914628690400,0.900000000000,1.340000000000,1.803761201400,1.963748353600,1.130000000000,-114.359063964084
1.316512804800,1.120000000000,1.120000000000,2.284704853000,2.453060504700,1.450000000000,-114.312978306527
1.741119925000,0.900000000000,1.120000000000,2.181295188400,2.048790926000,1.450000000000,-114.353800097849
1.849946381300,1.120000000000,1.340000000000,1.843573579600,2.584588680200,1.370000000000,-114.335032289675
2.333382556800,1.120000000000,1.450000000000,2.034624714600,2.312491063200,1.290000000000,-114.395880354694
2.104911470600,1.120000000000,1.120000000000,1.907873646900,2.284704853000,1.450000000000,-114.379822997410
1.562655728400,1.230000000000,1.450000000000,2.254279052100,2.459235185000,1.210000000000,-114.338383314543
1.650160360800,1.450000000000,1.450000000000,2.314765679000,2.387324438500,1.050000000000,-114.281120942161
1.491523889900,1.340000000000,1.340000000000,2.356527116500,2.356527116500,1.130000000000,-114.335755572022
1.456728230300,1.120000000000,1.340000000000,2.069672826400,2.124180804900,1.050000000000,-114.313722501088
1.795207174000,0.900000000000,1.010000000000,1.753589981400,1.945625520600,1.290000000000,-114.391397510117
1.583919189900,1.120000000000,1.120000000000,2.284704853000,2.453060504700,1.450000000000,-114.363906115124
2.255960696800,1.340000000000,1.450000000000,1.882107500300,2.115371369100,1.210000000000,-114.322036749132
1.872716874700,1.120000000000,1.450000000000,1.925084875600,2.225205664400,1.050000000000,-114.342255251866
1.893586297000,0.900000000000,1.340000000000,2.099889163500,2.058345747500,1.450000000000,-114.306128714916
2.106255925400,1.010000000000,1.230000000000,1.519031708200,2.024091879100,1.050000000000,-114.336342129718
1.645404833300,0.900000000000,1.230000000000,2.247328822300,2.263377860600,1.450000000000,-114.334214099367
1.052455735300,1.120000000000,1.120000000000,2.453060504700,2.453060504700,1.450000000000,-114.171542101378
2.323553313400,1.230000000000,1.450000000000,1.981485436300,2.765779157200,1.450000000000,-114.318674208988
2.428904869300,1.340000000000,1.340000000000,2.086230366900,2.086230366900,1.130000000000,-114.394216244055
2.514308230000,1.340000000000,1.340000000000,2.058345747500,2.353804275000,1.450000000000,-114.323273468998
2.456840389300,1.340000000000,1.450000000000,1.904315308200,2.225205664400,1.050000000000,-114.332196758897
2.142469524000,0.900000000000,1.450000000000,2.003879652900,2.445835192900,1.450000000000,-114.319070648177
1.985551552400,1.340000000000,1.340000000000,2.150065116700,2.584588680200,1.370000000000,-114.334311501009
1.362554300100,1.450000000000,1.450000000000,2.537913419200,2.537913419200,1.210000000000,-114.266542892312
1.922896323900,1.450000000000,1.450000000000,2.572331416200,2.765779157200,1.450000000000,-114.275708703097
1.880395124200,0.900000000000,1.120000000000,1.441257906800,1.600590611900,1.050000000000,-114.243082326476
1.873626654900,0.900000000000,1.450000000000,1.441257906800,2.225205664400,1.050000000000,-114.241728600409
1.512899382300,1.120000000000,1.230000000000,2.453060504700,2.477428079400,1.450000000000,-114.338807245370
1.900502660900,1.120000000000,1.230000000000,1.907873646900,2.130400791800,1.450000000000,-114.334657944739
1.572574884100,0.900000000000,1.450000000000,2.091929981300,2.312491063200,1.290000000000,-114.315781827672
1.929578839400,1.120000000000,1.450000000000,2.034624714600,2.613627325700,1.290000000000,-114.377704998598
1.830741729800,1.010000000000,1.010000000000,1.806008982300,1.806008982300,1.130000000000,-114.418052169501
1.200481067500,0.900000000000,1.120000000000,2.014500720400,2.067153011500,1.210000000000,-114.325873249997
2.888964624500,1.450000000000,1.450000000000,1.914421418900,1.914421418900,1.130000000000,-114.299109453803
1.668770109200,1.230000000000,1.230000000000,1.925363074900,2.107571307400,1.050000000000,-114.331923248576
1.236968349900,0.900000000000,0.900000000000,1.716538826900,1.937280376700,1.130000000000,-114.300423893336
1.388153370500,1.010000000000,1.010000000000,1.945625520600,2.195164321200,1.290000000000,-114.374416307737
1.779818756900,0.900000000000,1.450000000000,1.549731588100,2.387324438500,1.050000000000,-114.272530555223
1.070223577500,1.010000000000,1.230000000000,1.964693738500,2.175148208800,1.050000000000,-114.250777926263
1.985658658900,1.340000000000,1.450000000000,2.124180804900,2.119403832900,1.050000000000,-114.310921255962
2.098342851400,1.120000000000,1.450000000000,2.139136851700,2.431532325200,1.290000000000,-114.397802104146
1.812111674500,1.120000000000,1.450000000000,2.048790926000,2.765779157200,1.450000000000,-114.302736589141
1.685737500500,0.900000000000,1.010000000000,1.877058730700,1.642323374500,1.210000000000,-114.364663652219
2.078224235100,1.230000000000,1.340000000000,2.130400791800,2.058345747500,1.450000000000,-114.313180651392
1.542656262900,0.900000000000,1.120000000000,1.803761201400,2.078732470700,1.130000000000,-114.389397776613
2.035902748200,1.120000000000,1.230000000000,2.299026260700,1.858381025000,1.290000000000,-114.399655151871
0.968755077100,0.900000000000,1.120000000000,2.247328822300,2.453060504700,1.450000000000,-114.215541538927
2.398704874200,1.230000000000,1.340000000000,1.919253053700,2.403839271600,1.370000000000,-114.365735532217
2.027386302300,1.450000000000,1.450000000000,2.115371369100,2.537913419200,1.210000000000,-114.324320395690
2.482592624900,1.230000000000,1.340000000000,1.925363074900,1.772951285300,1.050000000000,-114.327237249710
1.727118880500,0.900000000000,1.340000000000,1.877058730700,2.356418016800,1.210000000000,-114.383738462721
