0.750   -106.3223148
0.768   -106.4896362
0.786   -106.6390629
0.805   -106.7792642
0.823   -106.8970959
0.841   -107.0017616
0.859   -107.0945228
0.877   -107.1765234
0.895   -107.2488021
0.914   -107.3155903
0.932   -107.3707528
0.950   -107.4188148
0.968   -107.4604811
0.986   -107.4963927
1.005   -107.5286993
1.023   -107.5545531
1.041   -107.5762713
1.059   -107.5942889
1.077   -107.6090006
1.095   -107.6207648
1.114   -107.6303436
1.132   -107.6370361
1.150   -107.6416815
1.168   -107.6445199
1.186   -107.6457683
1.205   -107.6455775
1.223   -107.6441524
1.241   -107.6416782
1.259   -107.6382979
1.277   -107.6341401
1.295   -107.6293206
1.314   -107.6236299
1.332   -107.6177648
1.350   -107.6115234
1.368   -107.6049808
1.386   -107.5982042
1.405   -107.5908642
1.423   -107.5837905
1.441   -107.5766498
1.459   -107.5694864
1.477   -107.5623406
1.495   -107.5552486
1.514   -107.5478577
1.532   -107.5409773
1.550   -107.5342429
1.568   -107.5276794
1.586   -107.5213090
1.605   -107.5148164
1.623   -107.5089035
1.641   -107.5032377
1.659   -107.4978320
1.677   -107.4926967
1.695   -107.4878398
1.714   -107.4830210
1.732   -107.4787503
1.750   -107.4747664
1.768   -107.4710668
1.786   -107.4676469
1.805   -107.4643327
1.822   -107.4616164
1.841   -107.4588476
1.859   -107.4564724
1.877   -107.4543249
1.895   -107.4523915
1.914   -107.4505672
1.932   -107.4490288
1.950   -107.4476605
1.968   -107.4464481
1.986   -107.4453779
2.005   -107.4443877
2.023   -107.4435688
2.041   -107.4428537
2.059   -107.4422314
2.077   -107.4416917
2.095   -107.4412252
2.114   -107.4408027
2.132   -107.4404605
2.150   -107.4401675
2.168   -107.4399174
2.186   -107.4397045
2.205   -107.4395144
2.223   -107.4393626
2.241   -107.4392341
2.259   -107.4391255
2.277   -107.4390336
2.295   -107.4389559
2.314   -107.4388866
2.332   -107.4388309
2.350   -107.4387831
2.368   -107.4387418
2.386   -107.4387057
2.405   -107.4386720
2.423   -107.4386435
2.441   -107.4386174
2.459   -107.4385933
2.477   -107.4385705
2.495   -107.4385488
2.514   -107.4385267
2.532   -107.4385061
2.550   -107.4384859
