0.750   -108.1265724
0.768   -108.2607489
0.786   -108.3789911
0.805   -108.4883538
0.823   -108.5788779
0.841   -108.6580219
0.859   -108.7269692
0.877   -108.7867808
0.895   -108.8384087
0.914   -108.8849703
0.932   -108.9223676
0.950   -108.9539356
0.968   -108.9802956
0.986   -109.0020082
1.005   -109.0204438
1.023   -109.0341394
1.041   -109.0445862
1.059   -109.0521558
1.077   -109.0571839
1.095   -109.0599737
1.114   -109.0607922
1.132   -109.0598111
1.150   -109.0573467
1.168   -109.0535984
1.186   -109.0487453
1.205   -109.0426020
1.223   -109.0359659
1.241   -109.0286670
1.259   -109.0208206
1.277   -109.0125296
1.295   -109.0038858
1.314   -108.9944694
1.332   -108.9853476
1.350   -108.9760957
1.368   -108.9667707
1.386   -108.9574229
1.405   -108.9475804
1.423   -108.9383203
1.441   -108.9291579
1.459   -108.9201237
1.477   -108.9112444
1.495   -108.9025437
1.514   -108.8935764
1.532   -108.8853055
1.550   -108.8772695
1.568   -108.8694827
1.586   -108.8619580
1.605   -108.8543119
1.623   -108.8473598
1.641   -108.8407004
1.659   -108.8343414
1.677   -108.8282891
1.695   -108.8225491
1.714   -108.8168332
1.732   -108.8117457
1.750   -108.8069780
1.768   -108.8025291
1.786   -108.7983962
1.805   -108.7943714
1.822   -108.7910576
1.841   -108.7876657
1.859   -108.7847446
1.877   -108.7820953
1.895   -108.7797037
1.914   -108.7774421
1.932   -108.7755318
1.950   -108.7738309
1.968   -108.7723228
1.986   -108.7709912
2.005   -108.7697593
2.023   -108.7687409
2.041   -108.7678524
2.059   -108.7670801
2.077   -108.7664114
2.095   -108.7658346
2.114   -108.7653136
2.132   -108.7648932
2.150   -108.7645350
2.168   -108.7642312
2.186   -108.7639747
2.205   -108.7637483
2.223   -108.7635701
2.241   -108.7634222
2.259   -108.7633002
2.277   -108.7632004
2.295   -108.7631194
2.314   -108.7630511
2.332   -108.7630001
2.350   -108.7629603
2.368   -108.7629297
2.386   -108.7629068
2.405   -108.7628895
2.423   -108.7628782
2.441   -108.7628711
2.459   -108.7628672
2.477   -108.7628659
2.495   -108.7628665
2.514   -108.7628689
2.532   -108.7628723
2.550   -108.7628764
